no,x,y,z,begin
12,0.759799,-0.234782,-0.0370713,normal
13,0.743022,-0.245899,-0.0539626,normal
14,0.738749,-0.23638,-0.0587198,normal
15,0.684701,0.344744,-0.0644158,normal
16,0.732908,-0.250514,-0.0788442,normal
17,0.683405,0.341645,-0.0815323,normal
18,0.519667,0.460716,0.550226,normal
19,0.518227,0.462477,0.516378,normal
20,0.547562,-0.0646247,-0.00754218,normal
21,0.545909,-0.0449755,-0.0111807,normal
22,0.549697,-0.111635,-0.0628009,normal
23,0.556365,-0.0707724,-0.0459204,normal
24,0.55061,-0.0357408,-0.0471382,normal
25,0.552148,-0.11043,-0.0879493,normal
26,0.566333,-0.0760247,-0.086812,normal
27,0.560042,-0.0279233,-0.08764,normal
28,0.476784,0.461696,0.549475,normal
29,0.481191,0.464816,0.505749,normal
30,0.507432,-0.0887325,0.473558,normal
31,0.471317,0.48048,0.47529,normal
32,0.457436,0.493656,0.464164,normal
33,0.499023,-0.0687287,0.139259,normal
34,0.496864,-0.0537873,0.137431,normal
35,0.507759,-0.0768285,0.106011,normal
36,0.502671,-0.0468864,0.10334,normal
37,0.504355,-0.110661,0.0479662,normal
38,0.522311,-0.07905,0.0572856,normal
39,0.515651,-0.040789,0.0559262,normal
40,0.507866,-0.163798,-0.0130855,normal
41,0.513282,-0.118994,0.00154014,normal
42,0.535603,-0.0810346,0.0114245,normal
43,0.529689,-0.0358458,0.00892141,normal
44,0.515202,-0.165249,-0.0407569,normal
45,0.526722,-0.130156,-0.0416846,normal
46,0.538795,-0.0948085,-0.0364322,normal
47,0.534765,-0.0216762,-0.0325846,normal
48,0.513731,-0.164372,-0.0890212,normal
49,0.537108,-0.136218,-0.0894679,normal
50,0.49851,-0.060064,-0.141422,normal
51,0.506304,-0.0417355,-0.137119,normal
no,x,y,z,end
no,x,y,z,begin
0,0.929142,0.170108,0.0319542,normal
1,0.949699,0.16886,0.0139874,normal
2,0.93571,0.180503,0.0131519,normal
3,0.926132,0.173301,0.032904,normal
4,0.923255,0.177842,0.0315466,normal
5,0.920535,0.171757,0.0233392,normal
6,0.918914,0.185371,0.0188457,normal
7,0.864841,-0.283944,-0.00431874,normal
8,0.865704,-0.274928,-0.0170493,normal
9,0.871484,-0.285491,-0.0222351,normal
10,0.864723,-0.266002,-0.0358596,normal
11,0.859147,-0.28818,-0.00434977,normal
12,0.859248,-0.273263,-0.0327959,normal
13,0.725008,-0.401053,-0.104884,normal
14,0.68732,-0.447433,-0.0966772,normal
15,0.700827,-0.418922,-0.10355,normal
16,0.717315,-0.38497,-0.0952563,normal
17,0.668523,-0.418029,-0.116607,normal
18,0.670181,-0.418621,-0.119807,normal
19,0.520252,0.460759,0.549878,normal
20,0.517971,0.462721,0.51635,normal
21,0.547642,-0.065139,-0.0069215,normal
22,0.545793,-0.0450128,-0.0105367,normal
23,0.54957,-0.109309,-0.0640157,normal
24,0.556628,-0.0709642,-0.0457727,normal
25,0.550562,-0.0359186,-0.0472958,normal
26,0.552741,-0.110789,-0.0881325,normal
27,0.566222,-0.0760181,-0.087064,normal
28,0.56022,-0.0281012,-0.0874873,normal
29,0.575584,-0.0321521,-0.118748,normal
30,0.479746,0.460755,0.547881,normal
31,0.481706,0.464691,0.506149,normal
32,0.505363,-0.0901357,0.474355,normal
33,0.472079,0.48056,0.475378,normal
34,0.45754,0.493466,0.464843,normal
35,0.499607,-0.0692052,0.139149,normal
36,0.496583,-0.0541004,0.136586,normal
37,0.507842,-0.0767529,0.1059,normal
38,0.502935,-0.0469671,0.102843,normal
39,0.504867,-0.1108,0.0475869,normal
40,0.522526,-0.0790316,0.0572673,normal
41,0.515744,-0.0408926,0.0560297,normal
42,0.506622,-0.164409,-0.0139553,normal
43,0.51318,-0.118294,0.00169514,normal
44,0.535441,-0.081127,0.0115411,normal
45,0.529532,-0.0357388,0.00905907,normal
46,0.515226,-0.165009,-0.0400338,normal
47,0.527569,-0.129796,-0.0420975,normal
48,0.539098,-0.0945194,-0.0358835,normal
49,0.534716,-0.0223977,-0.0325392,normal
50,0.514088,-0.164885,-0.0893335,normal
51,0.536896,-0.136488,-0.0899273,normal
52,0.49966,-0.0600645,-0.141567,normal
53,0.507618,-0.0418335,-0.135791,normal
no,x,y,z,end
no,x,y,z,begin
0,0.826751,-0.290246,-0.052604,normal
1,0.821102,-0.278125,-0.050739,normal
2,0.811597,-0.283906,-0.0594027,normal
3,0.811319,-0.280235,-0.0587108,normal
4,0.521187,0.46075,0.549921,normal
5,0.518854,0.462267,0.515734,normal
6,0.547961,-0.0646839,-0.00677739,normal
7,0.545747,-0.0452554,-0.00940028,normal
8,0.5497,-0.110069,-0.0637165,normal
9,0.556415,-0.0709495,-0.0461538,normal
10,0.550399,-0.0358187,-0.0471158,normal
11,0.552253,-0.111126,-0.0872158,normal
12,0.566223,-0.0760629,-0.0869889,normal
13,0.56028,-0.0283396,-0.0870397,normal
14,0.477037,0.460237,0.546042,normal
15,0.481306,0.464689,0.506184,normal
16,0.47064,0.481347,0.475666,normal
17,0.457206,0.49384,0.463924,normal
18,0.499401,-0.0682899,0.139197,normal
19,0.496334,-0.0541193,0.136564,normal
20,0.507872,-0.0767319,0.106087,normal
21,0.502851,-0.0470159,0.103232,normal
22,0.504638,-0.111008,0.0476497,normal
23,0.522163,-0.0791185,0.057262,normal
24,0.515676,-0.0406739,0.0560336,normal
25,0.506354,-0.164155,-0.0135298,normal
26,0.513311,-0.119024,0.000905916,normal
27,0.535501,-0.0813566,0.0116682,normal
28,0.529502,-0.0353058,0.00929561,normal
29,0.515239,-0.1647,-0.0404947,normal
30,0.527403,-0.129851,-0.0420975,normal
31,0.538954,-0.0945947,-0.0358488,normal
32,0.534932,-0.0218271,-0.0327525,normal
33,0.514716,-0.164648,-0.0885156,normal
34,0.536662,-0.136844,-0.0903862,normal
35,0.538821,-0.010465,-0.0687002,normal
36,0.500011,-0.0601534,-0.142684,normal
37,0.506098,-0.0419953,-0.136765,normal
no,x,y,z,end
no,x,y,z,begin
0,0.965807,-0.144739,0.0181109,normal
1,0.904564,-0.127232,0.00175036,normal
2,0.905586,-0.119189,0.00663459,normal
3,0.865538,-0.283368,-0.00901571,normal
4,0.866285,-0.273285,-0.0164478,normal
5,0.897799,-0.131682,-0.00206012,normal
6,0.89815,-0.118201,0.011999,normal
7,0.871646,-0.283547,-0.0216953,normal
8,0.86516,-0.265002,-0.0351043,normal
9,0.859896,-0.286611,-0.00889921,normal
10,0.860846,-0.279557,-0.0391965,normal
11,0.859629,-0.274014,-0.0351289,normal
12,0.74053,-0.246301,-0.0567181,normal
13,0.734847,-0.236252,-0.0606339,normal
14,0.726933,-0.401874,-0.106799,normal
15,0.732469,-0.249612,-0.077734,normal
16,0.694255,-0.44424,-0.111574,normal
17,0.704158,-0.417892,-0.102068,normal
18,0.717652,-0.384304,-0.0954903,normal
19,0.520182,0.460657,0.548395,normal
20,0.517473,0.46271,0.515335,normal
21,0.547776,-0.0644257,-0.0070193,normal
22,0.546476,-0.044533,-0.00863144,normal
23,0.549603,-0.109841,-0.0639939,normal
24,0.55652,-0.0709089,-0.0457684,normal
25,0.55198,-0.0354617,-0.0468842,normal
26,0.552386,-0.110353,-0.0877862,normal
27,0.56612,-0.0761815,-0.0868942,normal
28,0.56135,-0.0277086,-0.0874526,normal
29,0.47906,0.460608,0.545801,normal
30,0.480284,0.464851,0.505912,normal
31,0.507158,-0.0890167,0.473704,normal
32,0.470455,0.481476,0.475684,normal
33,0.457725,0.493603,0.463805,normal
34,0.499581,-0.0687803,0.138818,normal
35,0.495735,-0.0495883,0.136405,normal
36,0.507871,-0.0771133,0.105976,normal
37,0.503089,-0.0462137,0.105781,normal
38,0.504221,-0.1106,0.0476481,normal
39,0.522255,-0.0790384,0.0572444,normal
40,0.517579,-0.0404306,0.0563048,normal
41,0.506989,-0.164465,-0.0132226,normal
42,0.5133,-0.118411,0.00166376,normal
43,0.535483,-0.0813316,0.0115377,normal
44,0.530316,-0.0351217,0.00969401,normal
45,0.515502,-0.16451,-0.0400515,normal
46,0.527404,-0.129879,-0.0421698,normal
47,0.538978,-0.0947424,-0.0360973,normal
48,0.534014,-0.0214914,-0.0321592,normal
49,0.513679,-0.164272,-0.0888563,normal
50,0.536988,-0.136103,-0.0897632,normal
51,0.498036,-0.0611023,-0.140648,normal
52,0.50722,-0.0430469,-0.13933,normal
no,x,y,z,end
no,x,y,z,begin
0,0.914377,-0.27816,-0.0103736,normal
1,0.919041,-0.259759,-0.00712648,normal
2,0.913426,-0.275181,-0.0207731,normal
3,0.914733,-0.264153,-0.0214774,normal
4,0.908925,-0.27725,-0.0168373,normal
5,0.910432,-0.27069,-0.0159092,normal
6,0.908687,-0.278702,-0.0196768,normal
7,0.909883,-0.265247,-0.0253327,normal
8,0.519467,0.460454,0.54953,normal
9,0.518078,0.462577,0.515899,normal
10,0.547543,-0.0644389,-0.00699948,normal
11,0.545685,-0.0452721,-0.0102218,normal
12,0.549601,-0.108872,-0.064049,normal
13,0.556409,-0.0709205,-0.0460374,normal
14,0.550888,-0.0356242,-0.0467946,normal
15,0.552665,-0.110428,-0.0882327,normal
16,0.566101,-0.0759943,-0.0868462,normal
17,0.560961,-0.0281823,-0.0877062,normal
18,0.578933,-0.030402,-0.119463,normal
19,0.47836,0.461543,0.548805,normal
20,0.48121,0.464762,0.506142,normal
21,0.471408,0.480844,0.475387,normal
22,0.457206,0.49384,0.463924,normal
23,0.499061,-0.0687451,0.139578,normal
24,0.496303,-0.0539642,0.136607,normal
25,0.507739,-0.0769336,0.105941,normal
26,0.502824,-0.0472143,0.102888,normal
27,0.504502,-0.110882,0.0474039,normal
28,0.522085,-0.0790564,0.0572146,normal
29,0.51653,-0.040524,0.0559984,normal
30,0.506728,-0.164318,-0.0136706,normal
31,0.513287,-0.118776,0.0014485,normal
32,0.535448,-0.0813041,0.0114604,normal
33,0.530206,-0.0354552,0.00900188,normal
34,0.515277,-0.164471,-0.0402339,normal
35,0.527552,-0.129697,-0.0422175,normal
36,0.538915,-0.0943144,-0.0358731,normal
37,0.534121,-0.021412,-0.0319485,normal
38,0.513735,-0.16527,-0.0885987,normal
39,0.536928,-0.136111,-0.0897226,normal
40,0.498067,-0.0606819,-0.140871,normal
41,0.507795,-0.0420661,-0.136954,normal
no,x,y,z,end
no,x,y,z,begin
0,0.979401,0.169143,0.0313269,normal
1,0.980143,0.166113,0.025319,normal
2,0.969312,0.16313,0.030801,normal
3,0.965733,0.162074,0.023247,normal
4,0.914744,-0.278004,-0.0113373,normal
5,0.92,-0.263608,-0.005087,normal
6,0.914233,-0.266245,-0.0216174,normal
7,0.909417,-0.27745,-0.0169804,normal
8,0.910804,-0.273955,-0.0158932,normal
9,0.908122,-0.28009,-0.0203016,normal
10,0.910366,-0.268276,-0.0252286,normal
11,0.778449,-0.287663,-0.0488514,normal
12,0.781365,-0.276559,-0.0394464,normal
13,0.76468,-0.289257,-0.0718279,normal
14,0.765289,-0.285715,-0.0711484,normal
15,0.75828,-0.29548,-0.068302,normal
16,0.758148,-0.298084,-0.0718975,normal
17,0.519049,0.461119,0.549332,normal
18,0.517206,0.462806,0.515625,normal
19,0.547695,-0.0639372,-0.00642276,normal
20,0.54573,-0.0451625,-0.0102176,normal
21,0.549507,-0.10836,-0.0638683,normal
22,0.556418,-0.0713849,-0.0458698,normal
23,0.550658,-0.0361949,-0.0465611,normal
24,0.552339,-0.111091,-0.0879102,normal
25,0.566144,-0.0758637,-0.0867613,normal
26,0.560568,-0.0281113,-0.0869919,normal
27,0.477228,0.460221,0.545442,normal
28,0.480584,0.465044,0.505983,normal
29,0.506733,-0.0895676,0.473869,normal
30,0.46992,0.481419,0.475667,normal
31,0.457725,0.493603,0.463805,normal
32,0.49964,-0.0691069,0.138853,normal
33,0.496464,-0.0538172,0.137161,normal
34,0.507835,-0.0768713,0.105919,normal
35,0.503118,-0.0468743,0.102992,normal
36,0.504141,-0.110827,0.0478554,normal
37,0.522167,-0.0791101,0.0572039,normal
38,0.516825,-0.0406657,0.0558752,normal
39,0.506714,-0.163458,-0.013853,normal
40,0.513306,-0.118905,0.00127164,normal
41,0.535499,-0.0815307,0.0113696,normal
42,0.530523,-0.0356217,0.00922716,normal
43,0.514682,-0.165429,-0.0401557,normal
44,0.527487,-0.129693,-0.0422709,normal
45,0.538994,-0.0947231,-0.0354257,normal
46,0.535009,-0.0208515,-0.0338061,normal
47,0.514049,-0.163938,-0.0890719,normal
48,0.53701,-0.136858,-0.0895607,normal
49,0.497871,-0.0608293,-0.140937,normal
50,0.505769,-0.0431172,-0.137757,normal
no,x,y,z,end
no,x,y,z,begin
0,0.965726,-0.241636,0.0138161,normal
1,0.953549,-0.244798,0.00155963,normal
2,0.903663,0.265741,0.00672324,normal
3,0.902062,0.279297,-0.00613366,normal
4,0.51932,0.460902,0.54857,normal
5,0.517913,0.462909,0.515226,normal
6,0.547784,-0.0646393,-0.00685559,normal
7,0.545685,-0.0451915,-0.0108418,normal
8,0.549622,-0.110888,-0.0633279,normal
9,0.556258,-0.0709396,-0.04579,normal
10,0.550465,-0.036186,-0.0462779,normal
11,0.552279,-0.110979,-0.087822,normal
12,0.566008,-0.0759365,-0.0868273,normal
13,0.560393,-0.0275619,-0.0874264,normal
14,0.538663,0.287996,-0.149927,normal
15,0.52872,0.316673,-0.138893,normal
16,0.47778,0.460639,0.544395,normal
17,0.481286,0.464821,0.50598,normal
18,0.505252,-0.0896865,0.474494,normal
19,0.471648,0.480558,0.47527,normal
20,0.457725,0.493603,0.463805,normal
21,0.499904,-0.0695604,0.138677,normal
22,0.496786,-0.0545724,0.136407,normal
23,0.507649,-0.0767896,0.10608,normal
24,0.502673,-0.0469954,0.103366,normal
25,0.50465,-0.110776,0.0469368,normal
26,0.522242,-0.0790297,0.0571959,normal
27,0.516672,-0.0406302,0.0560676,normal
28,0.507101,-0.16252,-0.0137427,normal
29,0.513174,-0.119281,0.00102209,normal
30,0.535648,-0.0812448,0.0114271,normal
31,0.529962,-0.0357076,0.00895421,normal
32,0.515264,-0.16493,-0.0403526,normal
33,0.527308,-0.129897,-0.042275,normal
34,0.538975,-0.0948679,-0.036386,normal
35,0.534801,-0.020383,-0.034366,normal
36,0.514215,-0.164116,-0.0891514,normal
37,0.536719,-0.136672,-0.0904138,normal
38,0.497067,-0.0601974,-0.14127,normal
39,0.50804,-0.0414828,-0.138939,normal
40,0.513622,0.292965,-0.147941,normal
41,0.497087,0.317901,-0.145537,normal
42,0.479361,0.346655,-0.158026,normal
no,x,y,z,end
no,x,y,z,begin
0,1.01443,-0.226751,0.0334953,normal
1,1.01425,-0.229109,0.0250819,normal
2,1.00244,-0.230181,0.0323977,normal
3,0.999259,-0.211319,0.0475095,normal
4,0.998505,-0.23082,0.0229193,normal
5,0.904169,-0.12661,0.00661683,normal
6,0.90572,-0.118036,0.00618471,normal
7,0.879493,0.246682,-0.00179918,normal
8,0.896945,-0.128547,0.0161234,normal
9,0.898321,-0.118409,0.0122389,normal
10,0.867567,0.254396,-0.00955315,normal
11,0.52021,0.461043,0.549761,normal
12,0.517589,0.462877,0.515636,normal
13,0.547773,-0.0647123,-0.00741613,normal
14,0.546083,-0.0442018,-0.0107732,normal
15,0.549684,-0.111259,-0.0638382,normal
16,0.556503,-0.0706521,-0.0460623,normal
17,0.551084,-0.0356208,-0.0466947,normal
18,0.552621,-0.110695,-0.0875387,normal
19,0.565956,-0.0761072,-0.0870077,normal
20,0.561224,-0.0283317,-0.087559,normal
21,0.576018,-0.033088,-0.119472,normal
22,0.480666,0.460827,0.546024,normal
23,0.480852,0.464777,0.505954,normal
24,0.507214,-0.0885441,0.472542,normal
25,0.471836,0.480318,0.475461,normal
26,0.456546,0.494064,0.464369,normal
27,0.499483,-0.0698158,0.139098,normal
28,0.496199,-0.0555921,0.137123,normal
29,0.50787,-0.0766522,0.106382,normal
30,0.50248,-0.04638,0.103206,normal
31,0.504466,-0.110884,0.0484181,normal
32,0.522167,-0.0790445,0.0573169,normal
33,0.516294,-0.0405026,0.0561911,normal
34,0.507029,-0.164152,-0.0133377,normal
35,0.513278,-0.118347,0.00175276,normal
36,0.535366,-0.0811611,0.0115393,normal
37,0.530148,-0.0353999,0.00959358,normal
38,0.515219,-0.164654,-0.0410123,normal
39,0.527082,-0.129955,-0.0419234,normal
40,0.538595,-0.0946407,-0.0369325,normal
41,0.534224,-0.0208734,-0.0336286,normal
42,0.513644,-0.164065,-0.0891271,normal
43,0.536845,-0.136416,-0.0904416,normal
44,0.49819,-0.0603244,-0.140715,normal
45,0.508247,-0.0424884,-0.135913,normal
no,x,y,z,end
no,x,y,z,begin
0,0.97604,-0.281648,0.00639033,normal
1,0.974192,-0.260851,0.00978518,normal
2,0.964929,-0.143882,0.0135402,normal
3,0.937902,-0.181878,0.035157,normal
4,0.940452,-0.167791,0.0344332,normal
5,0.918325,-0.261745,-0.010334,normal
6,0.926975,-0.177388,0.0155044,normal
7,0.92484,-0.167327,0.00793019,normal
8,0.879767,0.245626,-0.00219068,normal
9,0.913421,-0.275181,-0.0218215,normal
10,0.914673,-0.264261,-0.0214054,normal
11,0.895165,-0.283905,-0.00374335,normal
12,0.905485,-0.266274,-0.00800194,normal
13,0.867439,0.254698,-0.00895575,normal
14,0.723601,0.254506,-0.0661508,normal
15,0.724135,0.262782,-0.0664046,normal
16,0.736036,0.333952,-0.062354,normal
17,0.724608,0.244532,-0.0772126,normal
18,0.740992,0.339488,-0.0732942,normal
19,0.701455,0.24021,-0.0679098,normal
20,0.710832,0.24185,-0.07748,normal
21,0.714931,0.263802,-0.0727135,normal
22,0.630362,-0.51427,-0.124056,normal
23,0.519837,0.461132,0.548159,normal
24,0.518295,0.462772,0.515665,normal
25,0.547478,-0.0645506,-0.00750765,normal
26,0.545583,-0.0445695,-0.0105073,normal
27,0.549516,-0.110273,-0.0637061,normal
28,0.556525,-0.07083,-0.0455666,normal
29,0.550753,-0.035695,-0.0464194,normal
30,0.552031,-0.11025,-0.0875311,normal
31,0.565964,-0.0760929,-0.086596,normal
32,0.560754,-0.0276096,-0.0872569,normal
33,0.54604,-0.00196555,-0.0984466,normal
34,0.588837,-0.563562,-0.137005,normal
35,0.601609,-0.531485,-0.130896,normal
36,0.480229,0.459791,0.543281,normal
37,0.481135,0.465068,0.506046,normal
38,0.470942,0.481424,0.47546,normal
39,0.458372,0.493378,0.464383,normal
40,0.499264,-0.0685926,0.138541,normal
41,0.496327,-0.0542326,0.13728,normal
42,0.507571,-0.0768982,0.10616,normal
43,0.502633,-0.0464317,0.102334,normal
44,0.504351,-0.110573,0.047201,normal
45,0.522135,-0.0790691,0.0572586,normal
46,0.517132,-0.0406769,0.0561016,normal
47,0.506488,-0.16405,-0.0134422,normal
48,0.51356,-0.117982,0.00167872,normal
49,0.535713,-0.0811088,0.0114851,normal
50,0.53031,-0.0354861,0.0092769,normal
51,0.514659,-0.16524,-0.0411774,normal
52,0.527049,-0.129888,-0.0420994,normal
53,0.538884,-0.0948212,-0.0362801,normal
54,0.534588,-0.0209138,-0.0329211,normal
55,0.514096,-0.164112,-0.088863,normal
56,0.536857,-0.136226,-0.0899161,normal
57,0.549912,-0.574214,-0.140848,normal
58,0.569072,-0.536568,-0.135014,normal
59,0.497833,-0.0604944,-0.141202,normal
60,0.509058,-0.0413452,-0.138429,normal
no,x,y,z,end
no,x,y,z,begin
0,0.986047,-0.170878,0.0431309,normal
1,0.979475,-0.161258,0.0406979,normal
2,0.969487,-0.172694,0.0259941,normal
3,0.969966,-0.147547,0.0194909,normal
4,0.879436,0.245965,-0.00232542,normal
5,0.865932,-0.2834,-0.0107995,normal
6,0.866093,-0.275098,-0.0157997,normal
7,0.867589,0.254403,-0.00904007,normal
8,0.870826,-0.284104,-0.0214662,normal
9,0.864625,-0.267102,-0.0360267,normal
10,0.860405,-0.286369,-0.0121847,normal
11,0.858558,-0.273691,-0.03135,normal
12,0.725879,-0.401875,-0.107103,normal
13,0.726455,-0.370769,-0.0816066,normal
14,0.710411,-0.3957,-0.0650587,normal
15,0.712629,-0.37976,-0.0654081,normal
16,0.69901,-0.413702,-0.10168,normal
17,0.702792,-0.373964,-0.0944236,normal
18,0.672093,-0.417343,-0.118991,normal
19,0.683088,-0.385099,-0.121959,normal
20,0.622179,0.243349,-0.12704,normal
21,0.669623,-0.41668,-0.115786,normal
22,0.601287,0.250664,-0.114853,normal
23,0.596755,0.265378,-0.113296,normal
24,0.630358,-0.51427,-0.124843,normal
25,0.670238,-0.419364,-0.119807,normal
26,0.614779,0.249701,-0.126284,normal
27,0.600069,0.265522,-0.12601,normal
28,0.519577,0.461394,0.548442,normal
29,0.517427,0.463416,0.515029,normal
30,0.54753,-0.0643196,-0.00696535,normal
31,0.546005,-0.0445589,-0.0107084,normal
32,0.549505,-0.110175,-0.0643621,normal
33,0.556263,-0.0710063,-0.0456907,normal
34,0.550955,-0.0358798,-0.0465783,normal
35,0.55218,-0.111083,-0.087549,normal
36,0.565857,-0.0760919,-0.0869543,normal
37,0.560812,-0.0276766,-0.087472,normal
38,0.58786,-0.563305,-0.136789,normal
39,0.599011,-0.531486,-0.131455,normal
40,0.472605,0.442376,0.545389,normal
41,0.480632,0.459482,0.544251,normal
42,0.481856,0.464888,0.506252,normal
43,0.505007,-0.0908665,0.475826,normal
44,0.471054,0.480794,0.475445,normal
45,0.45816,0.49318,0.464002,normal
46,0.498955,-0.0695619,0.138983,normal
47,0.496072,-0.0540218,0.135899,normal
48,0.507731,-0.0767321,0.105958,normal
49,0.502453,-0.0464898,0.103424,normal
50,0.504515,-0.110782,0.048998,normal
51,0.522387,-0.0790724,0.0572736,normal
52,0.516836,-0.0406912,0.0561862,normal
53,0.506542,-0.163636,-0.0140403,normal
54,0.513358,-0.119307,0.000884011,normal
55,0.535341,-0.0812885,0.0114476,normal
56,0.530429,-0.0356566,0.00925493,normal
57,0.515472,-0.164437,-0.0400175,normal
58,0.527447,-0.129577,-0.0423332,normal
59,0.538744,-0.0945904,-0.0359326,normal
60,0.534619,-0.020744,-0.0337105,normal
61,0.513939,-0.164742,-0.0885139,normal
62,0.536706,-0.136949,-0.0900516,normal
63,0.558606,-0.574681,-0.142417,normal
64,0.573025,-0.533128,-0.133544,normal
65,0.496824,-0.0604901,-0.140826,normal
66,0.506257,-0.0416462,-0.137166,normal
no,x,y,z,end
no,x,y,z,begin
0,0.521601,0.460761,0.548884,normal
1,0.517821,0.463145,0.514851,normal
2,0.547791,-0.0645655,-0.00789197,normal
3,0.54707,-0.0444128,-0.00826138,normal
4,0.549834,-0.11128,-0.064108,normal
5,0.556277,-0.0707352,-0.0458608,normal
6,0.552393,-0.0357599,-0.046789,normal
7,0.552512,-0.110858,-0.0873561,normal
8,0.566441,-0.0758218,-0.0867341,normal
9,0.561596,-0.0282146,-0.0868677,normal
10,0.481065,0.459701,0.542508,normal
11,0.481527,0.464877,0.505903,normal
12,0.507321,-0.0885092,0.472875,normal
13,0.471522,0.480997,0.47538,normal
14,0.457725,0.493603,0.463805,normal
15,0.499318,-0.0687835,0.139005,normal
16,0.496352,-0.051171,0.138021,normal
17,0.50769,-0.0765687,0.106203,normal
18,0.503938,-0.046058,0.105804,normal
19,0.504472,-0.110902,0.0478123,normal
20,0.522273,-0.0790352,0.0572497,normal
21,0.518119,-0.0404302,0.0562635,normal
22,0.506826,-0.163414,-0.0131678,normal
23,0.513267,-0.118624,0.00136079,normal
24,0.535777,-0.080842,0.0113084,normal
25,0.530675,-0.0348842,0.010002,normal
26,0.515219,-0.164212,-0.0404007,normal
27,0.527158,-0.129799,-0.0421884,normal
28,0.538898,-0.0945126,-0.0365686,normal
29,0.534213,-0.0208646,-0.0337251,normal
30,0.513731,-0.165129,-0.0887583,normal
31,0.53691,-0.136692,-0.0900415,normal
32,0.514911,-0.06383,-0.141753,normal
33,0.50714,-0.0421969,-0.136481,normal
no,x,y,z,end
no,x,y,z,begin
0,0.917776,-0.258614,-0.0106171,normal
1,0.91313,-0.275694,-0.021086,normal
2,0.9148,-0.264497,-0.021487,normal
3,0.896289,-0.284184,-0.0108174,normal
4,0.90165,-0.269443,-0.00883701,normal
5,0.910697,-0.278762,-0.0199115,normal
6,0.640945,-0.506546,-0.124008,normal
7,0.653954,-0.49482,-0.121923,normal
8,0.518715,0.461809,0.549955,normal
9,0.517554,0.463103,0.514431,normal
10,0.54762,-0.0646024,-0.00748658,normal
11,0.547093,-0.0442243,-0.00857392,normal
12,0.549602,-0.108653,-0.0646552,normal
13,0.55641,-0.0711458,-0.0460089,normal
14,0.552125,-0.0354597,-0.0465615,normal
15,0.552779,-0.110288,-0.0875948,normal
16,0.566152,-0.0761157,-0.0872376,normal
17,0.561127,-0.0280498,-0.0870652,normal
18,0.590635,-0.562502,-0.136062,normal
19,0.602367,-0.532015,-0.130585,normal
20,0.479994,0.460259,0.543978,normal
21,0.481101,0.465134,0.505895,normal
22,0.470898,0.481054,0.4752,normal
23,0.457221,0.493695,0.464652,normal
24,0.499303,-0.0694033,0.139135,normal
25,0.49685,-0.0520889,0.138745,normal
26,0.507881,-0.0770052,0.10608,normal
27,0.50364,-0.046131,0.105479,normal
28,0.504718,-0.110723,0.0488782,normal
29,0.522338,-0.0791256,0.0572641,normal
30,0.518383,-0.0404028,0.0562115,normal
31,0.507045,-0.16331,-0.0135161,normal
32,0.513335,-0.118976,0.00132088,normal
33,0.535694,-0.0810281,0.011379,normal
34,0.530755,-0.0352415,0.00997147,normal
35,0.515225,-0.164617,-0.0408821,normal
36,0.527503,-0.129652,-0.0422464,normal
37,0.539133,-0.0943907,-0.0354497,normal
38,0.534634,-0.0209874,-0.0326482,normal
39,0.513724,-0.164576,-0.0887202,normal
40,0.536973,-0.136131,-0.0899819,normal
41,0.552439,-0.578321,-0.141003,normal
42,0.567528,-0.535821,-0.135727,normal
43,0.496322,-0.0604914,-0.141124,normal
44,0.507057,-0.0416663,-0.136756,normal
no,x,y,z,end
no,x,y,z,begin
0,0.920368,-0.25348,-0.0113881,normal
1,0.923278,-0.177974,0.0136715,normal
2,0.921229,-0.163059,0.00575168,normal
3,0.906178,-0.117891,0.00657406,normal
4,0.879269,0.246323,-0.00261725,normal
5,0.913423,-0.275181,-0.021472,normal
6,0.915103,-0.264574,-0.0214936,normal
7,0.895125,-0.282884,-0.00668937,normal
8,0.89926,-0.274872,-0.00795202,normal
9,0.897191,-0.129132,0.0163349,normal
10,0.898423,-0.118111,0.0133238,normal
11,0.867489,0.254999,-0.00898921,normal
12,0.91147,-0.276167,-0.025811,normal
13,0.782376,0.125361,-0.065222,normal
14,0.760507,0.112788,-0.058365,normal
15,0.766096,0.121805,-0.0547076,normal
16,0.722203,0.240845,-0.0542908,normal
17,0.761964,0.116952,-0.071319,normal
18,0.701099,0.250351,-0.0493477,normal
19,0.701879,0.264137,-0.0464541,normal
20,0.725064,-0.420639,-0.106714,normal
21,0.72906,-0.374498,-0.0832313,normal
22,0.694314,-0.448513,-0.105072,normal
23,0.697628,-0.419779,-0.104438,normal
24,0.715954,-0.386167,-0.0959962,normal
25,0.672112,-0.41759,-0.118991,normal
26,0.669933,-0.417301,-0.115812,normal
27,0.671131,-0.470181,-0.119555,normal
28,0.519968,0.461385,0.548897,normal
29,0.517403,0.463006,0.515641,normal
30,0.547597,-0.0649435,-0.00736897,normal
31,0.546911,-0.0444973,-0.00798376,normal
32,0.549696,-0.11032,-0.0638926,normal
33,0.556101,-0.0712343,-0.0456041,normal
34,0.552008,-0.0355619,-0.0466313,normal
35,0.55234,-0.110937,-0.0876888,normal
36,0.565895,-0.0759613,-0.08694,normal
37,0.561489,-0.0277452,-0.0873412,normal
38,0.522063,0.3273,-0.112284,normal
39,0.527385,0.325927,-0.126382,normal
40,0.48108,0.459817,0.542459,normal
